post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute_default:pa_metal,attribute:pa_metal-purity,attribute_data:pa_metal-purity,attribute_default:pa_metal-purity,attribute:pa_shape,attribute_data:pa_shape,attribute_default:pa_shape,attribute:pa_style,attribute_data:pa_style,attribute_default:pa_style
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-7,,28804,,,publish,,116,"2022-06-15 12:18:20",2,closed,R34951,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R34951SVRCZ001.jpg ! alt :  ! title : R34951SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-7/,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-6,,28805,,,publish,,117,"2022-06-15 12:18:21",2,closed,R34952,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R34952SVRCZ001.jpg ! alt :  ! title : R34952SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-6/,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-5,,28806,,,publish,,118,"2022-06-15 12:18:21",2,closed,R34954,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R34954SVRCZ001.jpg ! alt :  ! title : R34954SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-5/,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
"RA_CZ ring in silver",,,28807,,,draft,,321,"2022-06-15 12:18:21",2,closed,R35001SVRCZ001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28807,simple,,Uncategorised,,,Diamond,0|1|0,,,,,,,,,,,,,
"Half Eternity Round Diamond Ring in 18k White Gold",half-eternity-round-diamond-ring-in-18k-white-gold,,28808,,,publish,,212,"2022-06-15 12:18:21",2,closed,R35002,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35002SVRCZ001.jpg ! alt : R35002SVRCZ001 ! title : R35002SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-round-diamond-ring-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Rings",,,CZ,0|1|0,,,,,,,,Round,1|1|0,,,,
"Half Eternity Emerald Cut Diamond Ring in 18k White Gold",half-eternity-emerald-cut-diamond-ring-in-18k-white-gold,,28809,,,publish,,209,"2022-06-15 12:18:22",2,closed,R35003,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35003SVRCZ001_SD-scaled.jpg ! alt :  ! title : R35003SVRCZ001_SD ! desc :  ! caption : Picture taken with Alo Photo Scan - www.alophotoscan.com",,https://eji.com.hk/product/half-eternity-emerald-cut-diamond-ring-in-18k-white-gold/,simple,,Catalogue,,,Diamond,0|1|0,,,,,,,,,,,,,
"Half Eternity Oval Diamond Ring in 18k White Gold",half-eternity-oval-diamond-ring-in-18k-white-gold,,28810,,,publish,,210,"2022-06-15 12:18:22",2,closed,R35004,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35004SVRCZ001.jpg ! alt :  ! title : R35004SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-oval-diamond-ring-in-18k-white-gold/,simple,,Catalogue,,,Diamond,0|1|0,,,,,,,,,,,,,
"Heart Diamond Ring in 18K White Gold",heart-cz-ring-in-silver,,28811,,,publish,,222,"2022-06-15 12:18:22",2,closed,R35005,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35005SVRCZ001.jpg ! alt :  ! title : R35005SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/heart-cz-ring-in-silver/,simple,,Catalogue,,,Diamond,0|1|0,,,,,,,,,,,,,
"Half Eternity Solitaire Pear Diamond Ring in 18k White Gold",half-eternity-solitaire-pear-diamond-ring-in-18k-white-gold,,28812,,,publish,,215,"2022-06-15 12:18:22",2,closed,RA35001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35001SVRCZ001.jpg ! alt :  ! title : RA35001SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-solitaire-pear-diamond-ring-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Rings",,,CZ,0|1|0,,,,,,,,Pear,1|1|0,,,,
"Half Eternity Solitaire Round Diamond Ring in Silver",half-eternity-solitaire-round-diamond-ring-in-silver,,28813,,,publish,,216,"2022-06-15 12:18:23",2,closed,RA35002,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35002SVRCZ001.jpg ! alt :  ! title : RA35002SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-solitaire-round-diamond-ring-in-silver/,simple,,"Catalogue|Catalogue > Rings",,,CZ,0|1|0,,,,,,,,,,,,,
"RA_Half Eternity Solitaire Emerald CZ ring in silver",half-eternity-solitaire-emerald-cz-ring-in-silver,,28814,,,draft,,322,"2022-06-15 12:18:23",2,closed,RA35003SVRCZ001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35003SVRCZ001.jpg ! alt :  ! title : RA35003SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/?post_type=product&p=28814,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Half Eternity Solitaire Oval Diamond Ring in 18k White Gold",half-eternity-solitaire-oval-cz-ring-in-silver,,28815,,,publish,,214,"2022-06-15 12:18:24",2,closed,RA35004,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35004SVRCZ001_SD.jpg ! alt :  ! title : RA35004SVRCZ001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-solitaire-oval-cz-ring-in-silver/,simple,,"Catalogue|Catalogue > Rings",,,CZ,0|1|0,,,,,,,,,,,,,
"Half Eternity Solitaire Heart Diamond Ring in 18k White Gold",half-eternity-solitaire-heart-diamond-ring-in-18k-white-gold,,28816,"Half Eternity Solitaire Heart CZ ring in silver
<ul>
 	<li>Heart shape CZ center</li>
 	<li>925 silver</li>
 	<li>Customsiable</li>
</ul>",,publish,,213,"2022-06-15 12:18:24",2,closed,RA35005,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35005SVRCZ001.jpg ! alt :  ! title : RA35005SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-solitaire-heart-diamond-ring-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Rings",,,CZ,0|1|0,,,,,,,,Heart,1|1|0,,,,
"Stud Diamond ring in 18k white gold",stud-diamond-ring-in-18k-white-gold-2,,28817,,,publish,,374,"2022-06-15 12:18:25",2,closed,Z33173KW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z33173KW18DD001_SD.jpg ! alt :  ! title : Z33173KW18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/stud-diamond-ring-in-18k-white-gold-2/,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,Round,3|1|0,,,,
"Stud Diamond ring in 18k white gold",stud-diamond-ring-in-18k-white-gold,,28818,,,publish,,375,"2022-06-15 12:18:25",2,closed,Z33188KW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z33188KW18DD001.jpg ! alt :  ! title : Z33188KW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/stud-diamond-ring-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,Round,1|1|0,,,,
"Bezel Set Solitaire Diamond Ring in 18k White Gold",bezel-set-solitaire-diamond-ring-in-18k-white-gold,,28934,,,publish,,35,"2022-06-24 12:14:08",2,closed,R33267KW18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R33267KW18DD001_SD.jpg ! alt :  ! title : R33267KW18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/bezel-set-solitaire-diamond-ring-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-8,,28937,,,publish,,114,"2022-06-24 12:27:53",2,closed,RA27935GW18DD002,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA27935GW18DD002_SD.jpg ! alt :  ! title : RA27935GW18DD002_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-8/,simple,,"Catalogue|Catalogue > Rings",,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring in 18k White Gold",diamond-ring-in-18k-white-gold-9,,28939,,,publish,,115,"2022-06-24 12:34:00",2,closed,RA34947,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA34947SVRCZ001_SD.jpg ! alt :  ! title : RA34947SVRCZ001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-9/,simple,,"Catalogue|Catalogue > Rings",,,,,,,,,,,,,,,,,
"Huggie Diamond Earrings in 18k White Gold",huggie-diamond-earrings-in-18k-white-gold,,28942,,,publish,,229,"2022-06-24 12:37:06",2,closed,EA27935GW18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/EA27935GW18DD001_SD.jpg ! alt :  ! title : EA27935GW18DD001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/huggie-diamond-earrings-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Earrings|Earrings > Hoop Earrings|Earrings",,,,,,,,,,,,,,,,,
"Diamond Necklace in 18k White Gold",diamond-necklace-in-18k-white-gold-8,,28944,,,publish,,102,"2022-06-24 12:52:32",2,closed,PA34948,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/PA34948SVRCZ001A_SD.jpg ! alt :  ! title : PA34948SVRCZ001A_SD ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-8/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants",,,,,,,,,,,,,,,,,
"Links diamond earrings in 18k yellow gold",links-diamond-earrings-in-18k-yellow-gold,,28946,,,publish,,241,"2022-06-24 15:20:38",2,closed,E35131,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E35131SVRCZ001.jpg ! alt :  ! title : E35131SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/links-diamond-earrings-in-18k-yellow-gold/,simple,,"Catalogue|Catalogue > Earrings|Earrings",,,,,,,,,,,,,,,,,
"Links huggie diamond earrings in 18k yellow gold",links-huggie-diamond-earrings-in-18k-yellow-gold,,28948,,,publish,,247,"2022-06-24 15:30:11",2,closed,E35132,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E35132SVRCZ001_SD.jpg ! alt :  ! title : E35132SVRCZ001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/links-huggie-diamond-earrings-in-18k-yellow-gold/,simple,,"Catalogue|Catalogue > Earrings|Earrings > Hoop Earrings|Earrings",,,,,,,,,,,,,,,,,
"Links diamond necklace in 18k yellow gold",links-diamond-necklace-in-18k-yellow-gold,,28950,,,publish,,242,"2022-06-24 15:45:41",2,closed,P35131SVRCZ001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P35131SVRCZ001_221242.jpg ! alt :  ! title : P35131SVRCZ001_221242 ! desc :  ! caption : ",,https://eji.com.hk/product/links-diamond-necklace-in-18k-yellow-gold/,simple,,"Catalogue|Necklaces & Pendants > Diamond Necklaces|Catalogue > Earrings|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"Links diamond necklace in 18k yellow gold",links-diamond-necklace-in-18k-yellow-gold-2,,28952,,,publish,,243,"2022-06-24 15:54:42",2,closed,P35132SVRCZ001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P35132SVRCZ001C_SD.jpg ! alt :  ! title : P35132SVRCZ001C_SD ! desc :  ! caption : ",,https://eji.com.hk/product/links-diamond-necklace-in-18k-yellow-gold-2/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants",,,Diamond,0|1|0,,,,,,,,,,,,,
"Link diamond ring in 18k yellow gold",link-diamond-ring-in-18k-yellow-gold,,28954,,,publish,,240,"2022-06-24 15:59:58",2,closed,R35131,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35131SVRCZ001_221242a.jpg ! alt :  ! title : R35131SVRCZ001_221242a ! desc :  ! caption : ",,https://eji.com.hk/product/link-diamond-ring-in-18k-yellow-gold/,simple,,"Catalogue|Catalogue > Rings",,,,,,,,,,,,,,,,,
"Links diamond ring in 18k yellow gold",links-diamond-ring-in-18k-yellow-gold,,28956,,,publish,,244,"2022-06-24 16:04:48",2,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35132SVRCZ001_SD.jpg ! alt :  ! title : R35132SVRCZ001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/links-diamond-ring-in-18k-yellow-gold/,simple,,"Catalogue|Catalogue > Rings",,,,,,,,,,,,,,,,,
"Links diamond ring in 18k yellow gold",links-diamond-ring-in-18k-yellow-gold-2,,28958,,,publish,,245,"2022-06-24 16:08:58",2,closed,RA35132,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RA35132SVRCZ001_SD.jpg ! alt :  ! title : RA35132SVRCZ001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/links-diamond-ring-in-18k-yellow-gold-2/,simple,,"Catalogue|Catalogue > Rings",,,,,,,,,,,,,,,,,
"Links diamond ring in 18k yellow gold",links-diamond-ring-in-18k-yellow-gold-3,,28960,,,publish,,246,"2022-06-24 16:13:52",2,closed,RB35132,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/RB35132SVRCZ001_SD.jpg ! alt :  ! title : RB35132SVRCZ001_SD ! desc :  ! caption : ",,https://eji.com.hk/product/links-diamond-ring-in-18k-yellow-gold-3/,simple,,"Catalogue|Catalogue > Rings",,,,,,,,,,,,,,,,,
"TBR_Cross Twist Diamond Ring in 18k White Gold",,,28972,,,draft,,388,"2022-06-27 17:51:44",2,closed,R35224SVRCZ001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28972,simple,,Uncategorised,,,,,,,,,,,,,,,,,
"TBR_Enamel Diamond Ring in 18k Rose Gold",,,28973,,,draft,,389,"2022-06-27 17:52:10",2,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28973,simple,,Uncategorised,,,,,,,,,,,,,,,,,
"Faceted 18k white gold ring",,,28974,,,draft,,164,"2022-06-27 17:52:55",2,closed,Z40050KW18XX001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28974,simple,,Uncategorised,,,,,,,,,,,,,,,,,
"Swan diamond necklace in two-tone 18k gold",swan-diamond-necklace-in-two-tone-18k-gold,,29002,,,publish,,386,"2022-06-28 11:24:24",2,closed,P28178GC18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28178GC18DD001_a2.jpg ! alt :  ! title : P28178GC18DD001_a2 ! desc :  ! caption : ",,https://eji.com.hk/product/swan-diamond-necklace-in-two-tone-18k-gold/,simple,,"Necklaces & Pendants > Diamond Necklaces|Necklaces & Pendants","Swan Lake",,Diamond,0|1|0,,,,,,,,,,,,,
"Swan diamond earrings in two-tone 18k gold",swan-diamond-earrings-in-two-tone-18k-gold,,29004,,,publish,,382,"2022-06-28 11:27:43",2,closed,E28178GC18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28178GC18DD001_a.jpg ! alt :  ! title : E28178GC18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/swan-diamond-earrings-in-two-tone-18k-gold/,simple,,"Catalogue > Earrings|Earrings","Swan Lake",,,,,,,,,,,,,,,,
"Marquise diamond necklace in 18k rose gold",marquise-diamond-necklace-in-18k-rose-gold,,29006,,,publish,,253,"2022-06-28 11:31:20",2,closed,P28249GC18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28249GC18DD001_a.jpg ! alt :  ! title : P28249GC18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/marquise-diamond-necklace-in-18k-rose-gold/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants","Elegant lace",,Diamond,0|1|0,,,,,,,,,,,,,
"Marquise ruby diamond necklace in 18k rose gold",marquise-ruby-diamond-necklace-in-18k-rose-gold,,29008,,,publish,,258,"2022-06-28 11:32:13",2,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28249GC18RB001_a.jpg ! alt :  ! title : P28249GC18RB001_a ! desc :  ! caption : ",,https://eji.com.hk/product/marquise-ruby-diamond-necklace-in-18k-rose-gold/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants","Elegant lace",,,,,,,,,,,,,,,,
"Heart Marquise Diamond Necklace in 18k rose gold",heart-marquise-diamond-necklace-in-18k-rose-gold,,29010,,,publish,,224,"2022-06-28 11:35:42",2,closed,P28252GC18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28252GC18DD001_a.jpg ! alt :  ! title : P28252GC18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/heart-marquise-diamond-necklace-in-18k-rose-gold/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants","Elegant lace",,,,,,,,,,,,,,,,
"Tear drop marquise diamond necklace in 18k rose gold",tear-drop-marquise-diamond-necklace-in-18k-rose-gold,,29012,,,publish,,390,"2022-06-28 11:38:30",2,closed,P28254GC18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28254GC18DD001_a.jpg ! alt :  ! title : P28254GC18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/tear-drop-marquise-diamond-necklace-in-18k-rose-gold/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants","Elegant lace",,,,,,,,,,,,,,,,
"Marquise diamond ring in 18k rose gold",marquise-diamond-ring-in-18k-rose-gold,,29014,,,publish,,255,"2022-06-28 11:42:52",2,closed,R28249GC18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28249GC18DD001_a.jpg ! alt :  ! title : R28249GC18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/marquise-diamond-ring-in-18k-rose-gold/,simple,,"Catalogue|Catalogue > Rings","Elegant lace",,,,,,,,,,,,,,,,
"Marquise ruby diamond ring in 18k rose gold",marquise-ruby-diamond-ring-in-18k-rose-gold,,29016,,,publish,,260,"2022-06-28 11:45:03",2,closed,R28249GC18RB001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28249GC18RB001_a.jpg ! alt :  ! title : R28249GC18RB001_a ! desc :  ! caption : ",,https://eji.com.hk/product/marquise-ruby-diamond-ring-in-18k-rose-gold/,simple,,"Catalogue|Rings > Gemstones Rings|Catalogue > Rings","Elegant lace",,,,,,,,,,,,,,,,
"Multicolour Sapphire diamond necklace in 18k rose gold",multicolour-sapphire-diamond-necklace-in-18k-rose-gold,,29017,,,publish,,273,"2022-06-28 11:46:45",2,closed,N28275KP18V01001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/N28275KP18V01001_a.jpg ! alt :  ! title : N28275KP18V01001_a ! desc :  ! caption : ",,https://eji.com.hk/product/multicolour-sapphire-diamond-necklace-in-18k-rose-gold/,simple,,"Catalogue|Necklaces & Pendants > Gemstone Necklaces|Catalogue > Necklaces|Necklaces & Pendants",Wonderland,,Diamond|Sapphire,0|1|0,,,,,,,,,,,,,
"Teardrop marquise diamond earrings in 18k rose gold",teardrop-marquise-diamond-earrings-in-18k-rose-gold,,29019,,,publish,,394,"2022-06-28 11:48:19",2,closed,E28254GC18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28254GC18DD001_a.jpg ! alt :  ! title : E28254GC18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/teardrop-marquise-diamond-earrings-in-18k-rose-gold/,simple,,"Catalogue|Catalogue > Earrings|Earrings","Elegant lace",,Diamond,0|1|0,,,,,,,,,,,,,
"Marquise diamond earrings in 18k white gold",marquise-diamond-earrings-in-18k-white-gold,,29021,,,publish,,249,"2022-06-28 11:52:00",2,closed,E28248GW18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28248GW18DD001_a.jpg ! alt :  ! title : E28248GW18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/marquise-diamond-earrings-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Earrings|Earrings","Elegant lace",,Diamond,0|1|0,,,,,,,,,,,,,
"Marquise sapphire diamond earrings in 18k white gold",marquise-sapphire-diamond-earrings-in-18k-white-gold,,29023,,,publish,,262,"2022-06-28 11:53:07",2,closed,E28248GW18SA001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28248GW18SA001_a.jpg ! alt :  ! title : E28248GW18SA001_a ! desc :  ! caption : ",,https://eji.com.hk/product/marquise-sapphire-diamond-earrings-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Earrings|Earrings > Gemstone Earrings|Earrings","Elegant lace",,Diamond|Sapphire,0|1|0,,,,,,,,,,,,,
"Marquise diamond flower earrings in 18k white gold",marquise-diamond-flower-earrings-in-18k-white-gold,,29026,,,publish,,250,"2022-06-28 11:55:40",2,closed,E28255GW18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28255GW18DD001_a.jpg ! alt :  ! title : E28255GW18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/marquise-diamond-flower-earrings-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Earrings|Earrings","Elegant lace",,Diamond,0|1|0,,,,,,,,,,,,,
"Marquise diamond heart necklace in 18k white gold",marquise-diamond-heart-necklace-in-18k-white-gold,,29028,,,publish,,252,"2022-06-28 11:58:35",2,closed,P28253GW18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28253GW18DD001_a.jpg ! alt :  ! title : P28253GW18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/marquise-diamond-heart-necklace-in-18k-white-gold/,simple,,"Catalogue|Catalogue > Necklaces|Necklaces & Pendants","Elegant lace",,Diamond,0|1|0,,,,,,,,,,,,,
"Marquise diamond necklace in 18k white gold",marquise-diamond-necklace-in-18k-white-gold,,29031,,,publish,,254,"2022-06-28 11:59:50",2,closed,P28248GW18DD001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28248GW18DD001_a.jpg ! alt :  ! title : P28248GW18DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/marquise-diamond-necklace-in-18k-white-gold/,simple,,"Catalogue|Necklaces & Pendants > Diamond Necklaces|Catalogue > Necklaces|Necklaces & Pendants","Elegant lace",,Diamond,0|1|0,,,,,,,,,,,,,
"Marquise sapphire diamond necklace in 18k white gold",marquise-sapphire-diamond-necklace-in-18k-white-gold,,29033,,,publish,,263,"2022-06-28 12:02:28",2,closed,P28248GW18SA001,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/P28248GW18SA001_a.jpg ! alt :  ! title : P28248GW18SA001_a ! desc :  ! caption : ",,https://eji.com.hk/product/marquise-sapphire-diamond-necklace-in-18k-white-gold/,simple,,"Catalogue|Necklaces & Pendants > Gemstone Necklaces|Catalogue > Necklaces|Necklaces & Pendants","Elegant lace",,Diamond|Sapphire,0|1|0,,,,,,,,,,,,,
